Timestamp,Ax,Ay,Az,Gx,Gy,Gz,Label
128009.0,-14477.809324452695,5427.852985585418,-1436.7633050541554,-1246.6898845315955,10518.985290256076,-2085.3985160189536,0
128031.0,-17959.95882898706,3279.4331707859733,-448.1693618320614,4819.59936391908,7698.54825765137,-2012.7710900862369,0
128053.0,-19041.068527810432,683.8168273695924,-571.3360505404213,5931.943919939728,7076.683557424628,-760.6848905098036,0
128075.0,-18012.666381195762,1389.968309390448,-101.95126894174065,3584.1413152547766,6566.044326510324,1508.4589131338385,0
128097.0,-17665.33580471368,3192.0928831387137,-475.36758752202525,4001.891035497074,6257.982131839532,927.8253578904432,0
128119.0,-16591.024092853357,4133.075474923885,-303.2080626603801,5712.950828170955,5321.859229902032,-106.08788702007031,0
128141.0,-16315.981791963794,5627.683412867318,54.26966117574158,8339.408622216262,5016.647999006938,-499.12265972993424,0
128163.0,-17168.718804713095,3754.3457513880776,-1136.6547359715087,10399.726112205884,4459.825492105717,-744.1704132264499,0
128185.0,-17088.78890930842,4451.295123855655,-1484.7155031185837,6904.173313958186,4671.5327404631835,-685.6257152446019,0
128207.0,-17016.69916470398,4489.786821810208,-1781.7981360016818,5215.304031228904,4837.762769395165,-1018.2384085266702,0
128229.0,-17430.02947348396,4411.713586353955,-2294.145659008699,3203.419730321472,4993.23222473761,-1551.5925680873074,0
128251.0,-16084.068265811691,4596.589410295824,-2682.6396024802807,2007.4323622274903,5034.325564936603,-1976.267255667594,0
128273.0,-16378.079922952538,4521.027955185335,-2689.7798637660467,-1375.3357380262203,5683.99812343631,-2239.1019912478123,0
128295.0,-16856.46239073461,3980.35650892962,-3026.6574183218568,-2169.0093421235247,7181.002804241062,-2996.784792751563,0
128317.0,-16771.9329055395,3364.5327643475403,-3013.1813566906,-3440.693764677849,9401.940343813925,-3453.881647642832,0
128339.0,-17049.169818301187,1621.8836264172933,-2969.408092530011,-4797.633620518135,11694.429191910309,-4323.522133053566,0
128361.0,-19943.797542276152,2481.636313740441,-2811.105712058626,-5345.983041941937,13885.781949052609,-4282.603038815502,0
128383.0,-20436.941148961287,865.6954528648783,-3051.232542640447,-5656.971782302234,15264.350351847119,-4401.6586415456495,0
128405.0,-20958.543644939524,2836.4689576850037,-3099.972867015407,-4175.011426506276,15552.369648315098,-3486.9848464454312,0
128427.0,-20049.877201396306,3560.0455026045706,-3459.8587209770017,-2554.334790552208,15909.471386324847,-3724.049912646216,0
128449.0,-21314.374369846613,4820.1471698318965,-3341.8239673984644,-1105.0497278425087,16153.929455871463,-4122.3030859446,0
128471.0,-22292.8034235453,3340.4813161002885,-3074.8881690200265,604.3615828945249,15659.67809900226,-4312.206358216247,0
128493.0,-22819.904766341075,1759.09200732009,-1381.506463743276,3942.7884048229835,16629.694115430502,-4584.993891765148,0
128515.0,-26896.37381568856,6153.322316725185,1865.3240110181766,4926.3237616164,17761.327589590957,-5584.648165637585,0
128537.0,-26657.34213043873,2052.365258332806,6369.017496065439,8415.67506199392,19101.81396696773,-4556.280180809033,0
128559.0,-25004.386362078847,7865.961678557336,2379.930454688755,15462.333229882424,21549.237821314684,-3309.278926881094,0
