Timestamp,Ax,Ay,Az,Gx,Gy,Gz
14225,-16540,2632,-2060,-1321,1553,-210
14247,-16000,3452,-1968,-711,2009,-428
14269,-16408,3624,-2276,-43,1808,-282
14291,-16108,3608,-2532,-280,1932,-568
14313,-15736,3056,-2232,-677,1859,-899
14335,-16016,2848,-2100,-69,2251,-493
14357,-16460,2996,-2352,-1281,2196,-1247
14379,-16100,2236,-2456,-573,2637,-616
14401,-16100,2088,-2652,-598,3541,-221
14423,-15544,2948,-2776,-85,4677,-77
14445,-16024,2584,-2144,-597,6827,-208
14467,-18284,2524,-1576,-441,8679,-451
14489,-32264,-228,7952,9580,-12318,2244
14511,-13644,4364,-5740,17655,3522,13
14533,-20716,7836,-576,7306,10108,383
14555,-19700,5728,700,3691,11272,-785
14577,-17580,3936,10468,1538,7054,-315
14599,-10032,4444,18816,1125,-2413,-304
14621,-13032,4644,13668,1669,-10967,690
14643,-15372,2620,5124,2862,-16800,938
14665,-17760,3040,-2696,1297,-18046,1910
14687,-17732,1600,-6632,-3247,-15762,1432
14709,-17460,6540,-5208,-11953,-12875,82
14731,-18328,3460,-3924,-14593,-11279,-5761
14753,-19068,1668,-8836,-7913,-9199,-6312
14775,-19964,732,-10852,10976,-10169,-375
14797,-18348,-2980,-16100,20883,-11906,3403
14819,-16052,6088,-12588,10923,-9885,8018
14841,-14576,5428,-4924,2420,-8537,2025
14863,-14552,-4956,4388,1741,-6431,-5054
14885,-13856,-1140,3196,11612,-2615,-507
14907,-14648,2460,1204,9144,-1320,2773
14929,-15936,4164,344,1360,-943,5815
14951,-16608,9736,-208,-8470,-520,3665
14973,-15544,1228,3236,-9674,-3088,-3955
14995,-14068,712,5332,-2198,-1490,-1031
15017,-13364,4572,1116,-3466,-306,2495
15039,-15784,4100,-2832,-10327,-40,4174
15061,-17160,6816,-1092,-15839,-977,3548
15083,-14868,-2896,532,-6714,-3576,-4985
15105,-14376,2284,-2476,2506,-1540,-1157
15127,-13736,1828,-2552,3251,1487,-518
15149,-13312,704,-2472,544,4192,1996
15171,-14816,-1432,-10024,-4978,6761,237
15193,-18540,-2000,1556,-5297,4121,115
15215,-15248,10848,20976,402,1231,2683
15237,-18884,5544,-17296,3100,9350,-398
15259,-22340,3548,1252,3798,3075,1868
15281,-15032,3304,-1692,2211,7724,-366
15303,-17300,1140,-744,3760,6368,961
15325,-17116,2456,-780,2939,5907,1539
15347,-17220,3088,-1676,-211,4526,1204
15369,-16904,2644,-1216,-411,2878,676
15391,-16552,3860,-1948,141,1975,364
15413,-16176,3708,-1624,717,1111,-63
15435,-16248,3416,-1224,687,469,-248
15457,-15980,3604,-724,-48,342,-533
15479,-15932,3116,-748,-492,624,-902
15501,-16024,2976,-664,-655,857,-862
15523,-15316,3688,-412,-117,1372,-613
15545,-15416,3644,-1056,689,2227,-672
15567,-15564,3748,-1224,-381,2525,-834
15589,-16160,3464,-1732,-1616,2004,-1467
15611,-16032,2060,-1476,-2575,2592,-1311
15633,-15952,2744,-1308,-2831,3942,-906
15655,-15604,3604,-868,-3161,5629,-453
15677,-15300,3772,-2348,-4505,6927,-672
15699,-15240,3872,-3128,-5362,7591,-1206
15721,-17404,2116,-2408,-7051,9047,-2652
15743,-23028,2416,4524,-5178,4929,-3185
15765,-19688,-2964,-196,5008,-3061,-3156
15787,-22668,4664,-1284,7939,8042,1099
15809,-21364,5520,1288,8525,11652,1395
15831,-19496,5852,4968,5427,10220,2000
15853,-14800,5652,18420,1332,2273,-607
15875,-10532,884,16804,2044,-7513,-512
15897,-10416,1896,14980,6303,-15483,1118
15919,-14508,3188,6452,4609,-21909,2837
15941,-20908,5832,-4048,-2077,-21845,4143
15963,-24576,8744,-17128,-10599,-16507,4067
15985,-19996,7472,-19396,-17108,-10621,1435
16007,-16900,3812,-12340,-8269,-5523,1245
16029,-15908,1028,-6996,3057,-2814,-533
16051,-15148,-1876,3704,9078,-4228,-1952
16073,-11524,500,11968,7678,-5909,30
16095,-14628,3752,8500,1167,-7624,1641
16117,-21764,5952,-12924,-6982,-9037,4096
16139,-17512,2280,-1628,-10587,-11358,-1797
16161,-15012,-4296,-5060,3326,-8237,-6675
16183,-15268,2528,-6756,12996,-516,-402
16205,-12372,5012,-3948,5586,5600,1951
16227,-17424,-1300,-5772,-6010,7475,-1569
16249,-17448,6860,-3076,-12006,4906,2759
16271,-12064,-980,6768,-7711,-1121,-5081
16293,-13844,276,6064,-867,-2854,-2199
16315,-14240,3568,4596,22,-3889,-10
16337,-15300,5956,3044,-2684,-3127,2051
16359,-19040,4476,-8864,-5382,-1948,2711
16381,-13412,2456,1396,-569,-5076,578
16403,-11808,-2980,-1656,5999,-4240,-1630
16425,-13980,-1768,-524,7093,-2938,127
16447,-14204,-2964,-3848,5550,-449,117
16469,-15240,-3080,-6892,4952,3605,1280
16491,-19728,4624,-2612,-2310,5423,2040
16513,-19420,22140,27892,-662,247,6250
16535,-14552,7784,-12292,-3824,7773,-2674
16557,-19480,7348,-4540,-4685,5926,-849
16579,-13792,-1128,1444,-6896,5570,-5200
16601,-20552,-3428,-1920,2509,5485,-1318
16623,-19332,-1444,324,4522,3994,828
16645,-16476,2712,-4,1977,3882,2526
16667,-15044,4580,-248,-70,3261,1972
16689,-16340,4096,-472,-1249,3101,614
16711,-16552,3196,-520,136,3444,243
16733,-16104,2784,-76,1636,3570,368
16755,-16516,3452,-876,1616,3516,536
16777,-16100,4548,-1388,-649,2632,-613
16799,-16020,3572,-1336,-2342,1997,-1650
16821,-16596,2824,-936,-1644,1451,-1597
16843,-16224,2584,-1168,127,1343,-1026
16865,-16316,2580,-1176,-53,1286,-873
16887,-16540,3204,-768,-713,866,-1062
16909,-15620,2992,-1320,-792,1282,-1226
16931,-16032,2960,-1356,-719,1998,-1012
16953,-15640,3340,-1380,-1076,2849,-601
16975,-15448,3248,-1460,-1990,4005,-481
16997,-15184,3396,-1352,-2979,5526,-988
17019,-16372,2240,-1992,-4441,7113,-1547
17041,-16468,1948,-1812,-4698,8736,-2126
17063,-22304,-2832,1212,3102,-1515,-2685
17085,-15284,5052,-1260,822,6450,-2793
17107,-19516,4328,72,1847,10327,-1461
17129,-24332,5296,-484,7154,11699,-164
17151,-22992,5888,1028,8439,12354,-275
17173,-19232,8512,9144,8209,9090,-305
17195,-10616,8100,17292,1015,1088,578
17217,-7896,3568,18272,-3491,-8810,1508
17239,-13176,2480,9756,-881,-15861,3312
17261,-17068,3136,1524,-7105,-18222,3562
17283,-19928,1120,-11192,-6805,-16774,2579
17305,-21664,3084,-17288,-10643,-12154,1953
17327,-17820,3848,-18932,-5813,-7811,-1158
17349,-17356,308,-19932,2346,-5223,147
17371,-15580,1736,-2456,6700,-4814,1341
17393,-13500,84,7360,5338,-7049,-1568
17415,-16032,336,3180,5406,-10318,428
17437,-16716,5228,-2308,632,-11781,4620
17459,-18128,3988,-7140,-4496,-9954,1355
17481,-18032,2496,-10220,-3364,-4609,20
17503,-15400,1536,-5640,353,-72,306
17525,-14360,792,-100,779,2620,1033
17547,-14256,1136,3328,-555,2526,1192
17569,-15680,3144,-176,-4792,934,1447
17591,-16204,3544,3260,-6199,-1453,-817
17613,-15824,748,4460,726,-1992,-2680
17635,-15388,3976,4636,4838,-2719,-182
17657,-14316,5496,4276,2113,-2253,2554
17679,-13428,3592,6148,-4121,-1483,-654
17701,-14764,2708,-3028,-6297,754,-2123
17723,-13948,3212,-3108,-7737,2300,-2134
17745,-17832,-1912,-3704,-4041,371,-2527
17767,-17304,912,-8988,-8220,80,4163
17789,-13164,2424,2004,-7536,-4238,1789
17811,-15728,-5168,-5264,-1807,-2363,-2236
17833,-15492,-2940,-8340,3957,1057,-1352
17855,-21292,8376,8460,-172,1122,1163
17877,-19144,8780,-2744,5679,3026,2473
17899,-23572,340,804,1861,3982,-1393
17921,-13780,1176,-132,2776,6043,-173
17943,-16952,772,-140,1170,5808,927
17965,-17500,1256,-796,1300,5531,1683
17987,-17412,2680,-852,784,4086,1711
18009,-16128,3440,-824,1215,3174,946
18031,-16392,3300,-1280,1352,2918,562
18053,-16276,3756,-1240,1645,2653,634
18075,-17024,3392,-1260,801,1420,-208
18097,-16068,3496,-1084,882,-37,-920
18119,-15956,2212,-232,377,-34,-810
18141,-15688,3160,-696,1389,967,-374
18163,-16180,3916,-1316,361,897,-737
18185,-15488,3252,-900,-1415,1689,-1390
18207,-15544,3276,-984,-586,2845,-1424
18229,-16528,3136,-1760,-441,3344,-1520
18251,-16496,2500,-1632,-1087,3161,-1875
18273,-16392,1484,-1496,-1532,3567,-1207
18295,-15936,2648,-1484,-2040,4734,-353
18317,-15816,2896,-2240,-3499,5775,-527
18339,-16036,2960,-2640,-5439,6722,-992
18361,-16752,2388,-2560,-6583,7188,-1999
18383,-17684,1584,-2672,-6161,7502,-2721
18405,-20576,2972,2172,-43,3199,-1937
18427,-15360,1152,-3688,5190,-2431,-3522
18449,-15880,5560,-2264,3942,7246,-2805
18471,-18964,4776,-440,2335,11601,-1897
18493,-22632,2100,-244,4782,12763,-1233
18515,-20972,2448,-348,6913,12147,262
18537,-17196,5164,11692,7407,7324,567
18559,-12384,2556,14856,6396,-1245,-41
18581,-11756,2196,11008,8442,-8012,1743
18603,-14368,4660,5500,5650,-12239,3758
18625,-16572,1368,-2016,-1912,-14110,4456
18647,-18592,4736,-10900,-7910,-13054,4785
18669,-20084,2216,-12680,-9514,-11761,1737
18691,-16568,140,-11376,-5085,-8716,742
18713,-14564,1440,-3772,-360,-6887,804
18735,-14364,1684,932,165,-7659,1350
18757,-15020,4520,-276,-9548,-8117,2296
18779,-17772,5576,-3244,-12927,-10609,2234
18801,-18648,3116,-9960,-10086,-10691,285
18823,-18156,-216,-12120,-7367,-7910,-2517
18845,-16956,2504,-9828,3745,-2941,2339
18867,-16916,1172,-6580,5234,-436,1044
18889,-16024,1920,-660,5485,2140,1688
18911,-15404,1940,1316,1217,554,735
18933,-16652,3828,4484,-894,-3934,897
18955,-16404,2180,4844,-1084,-6250,-1014
18977,-16880,2964,3228,-512,-5130,152
18999,-16256,4676,5620,-622,-4170,1016
19021,-15736,1588,3676,-822,-5720,1510
19043,-14392,2984,-2444,-629,-6687,4258
19065,-13284,-396,1076,-2800,-7494,1090
19087,-13208,-1380,-1792,1124,-5390,455
19109,-13484,-560,-10116,1757,-1853,-38
19131,-13260,1568,-10620,-4019,2980,956
19153,-16356,3888,-7028,-8035,6985,-938
19175,-14976,9532,14176,-6517,2966,-1462
19197,-13448,2656,6384,-4940,5007,-4279
19219,-20852,15076,-18764,1863,15617,117
19241,-29068,-2796,-1416,2353,3103,-8044
19263,-14076,-6664,3348,2183,4143,-3411
19285,-15136,1356,80,3370,3949,3417
19307,-15488,3492,-296,-1040,4802,3025
19329,-14964,6352,-1436,-2092,4857,1164
19351,-16836,2660,-1208,-1280,4438,32
19373,-16640,2480,-964,3148,3639,480
19395,-16344,2752,-1140,1156,4230,607
19417,-16724,3716,-1592,-785,3788,95
19439,-16184,3468,-1620,-2754,2840,-951
19461,-15976,2972,-1192,-2899,3213,-1239
19483,-16132,2772,-1536,-443,2705,-983
19505,-15640,3000,-1820,-495,2901,-920
19527,-16248,3248,-1972,-1173,3216,-1007
19549,-16076,3052,-1964,-1807,3241,-1035
19571,-16116,3016,-2824,-1916,3387,-1338
19593,-16596,1896,-2584,-1252,2837,-1215
19615,-16452,1680,-2356,-829,2635,-716
19637,-16260,1636,-2192,-527,3052,-290
19659,-15448,2964,-2256,-540,4768,-202
19681,-16564,2688,-1792,-2092,6460,-1082
19703,-18916,3316,1120,54,3432,-1341
19725,-19624,1100,808,7169,-3207,-177
19747,-14664,4164,-4824,11561,5301,-1678
19769,-21104,4444,-1756,7001,10202,-948
19791,-21660,4164,-792,5274,11914,-621
19813,-19232,4160,-404,3415,12343,-339
19835,-15996,7188,13500,2142,7437,909
19857,-12100,3208,15124,450,-631,12
19879,-12540,1420,14836,4786,-7418,808
19901,-15296,2224,9992,7287,-12702,1408
19923,-17296,4812,5224,4773,-15954,1853
19945,-19936,6420,-728,-5216,-17267,2714
19967,-19436,3216,-5256,-13843,-16370,2485
19989,-19676,1840,-13944,-8249,-14814,2819
20011,-19196,5068,-18916,-7498,-13496,3761
20033,-16796,872,-10692,-7452,-11702,-676
20055,-15124,-1784,-9056,-1279,-8528,-914
20077,-14876,1156,-7136,633,-6843,61
20099,-17164,160,-8376,1534,-6166,-132
20121,-16824,5572,-8768,-307,-3383,3230
20143,-17400,2684,-5576,-983,-2315,-1730
20165,-15704,-2820,3396,3625,-1753,-3310
20187,-13928,272,-204,8286,-693,129
20209,-14192,3488,2828,1947,-155,3317
20231,-17788,3700,-3056,1274,-1678,3266
20253,-16964,4828,2472,773,-5097,-323
20275,-16588,-2468,8608,8088,-6958,-6366
20297,-14264,2572,5792,13003,-4016,-872
20319,-14352,6332,3040,2527,-2889,5741
20341,-15264,1952,2696,-11538,-1583,3052
20363,-18752,8124,-6020,-19063,-1263,4594
20385,-14744,-1492,-2096,-12547,-3901,-4519
20407,-13256,216,-6404,-2757,-1074,-2127
20429,-12232,1692,-5488,-956,1850,-1006
20451,-14132,-1312,-4532,-1837,3609,-2114
20473,-17548,-144,-6732,-785,3643,1033
20495,-14828,3072,1224,3060,265,908
20517,-21652,5860,16376,198,-2763,-959
20539,-21844,13308,-5840,-445,3166,3028
20561,-26060,-3756,1248,-3621,1549,-2139
20583,-12284,-1604,3116,-276,4092,-1092
20605,-15696,344,2540,501,5560,1321
20627,-17220,2656,28,2595,6158,2640
20649,-15648,4988,236,1304,5158,2102
20671,-15328,4392,28,-381,4108,473
20693,-16876,1632,88,-190,3933,307
20715,-17556,1900,-520,1449,3668,1131
20737,-17132,2940,-748,1194,2820,1059
20759,-16472,3160,-780,-2,1989,415
20781,-15948,3244,-428,-108,1770,194
20803,-15776,3388,-836,197,1646,-108
20825,-16184,3160,-832,234,1469,-587
20847,-16172,2952,-604,419,1327,-521
20869,-15860,2736,-456,1016,1066,-147
20891,-16100,2792,-416,957,1831,11
20913,-16240,3732,-748,-868,1893,-932
20935,-15908,3472,-824,-86,3246,-675
20957,-16468,2356,-1116,-2230,3064,-1734
20979,-16368,2580,-1756,-1350,3548,-1342
21001,-15984,2444,-1896,-1088,3516,-1115
21023,-16168,2300,-1852,-1597,3927,-1079
21045,-17648,1380,-1468,-2838,5014,-1369
21067,-19580,464,940,-509,3148,-1664
21089,-17788,-108,-872,944,-1418,-2959
21111,-15272,5784,-608,4715,9092,-988
21133,-21676,7136,2792,5428,11719,208
21155,-22240,6632,3880,5857,12500,239
21177,-18740,4032,9072,6070,7684,786
21199,-12784,4136,14808,3062,831,721
21221,-9456,712,14668,-724,-7665,464
21243,-12848,2788,7844,655,-13228,1237
21265,-17232,3752,-1284,-2133,-14709,1373
21287,-21372,4504,-11180,-6981,-12955,371
21309,-19144,6020,-19220,-8885,-7757,2500
21331,-16264,5208,-9956,-12331,-6088,-72
21353,-15060,488,-5296,-6505,-4642,-1485
21375,-13752,2492,-1732,362,-5278,1319
21397,-14236,4244,-1348,-459,-5568,-732
21419,-17088,-1196,-6072,4174,-6873,-3268
21441,-17740,4768,-9704,4124,-4561,1548
21463,-15904,4336,-204,1115,-4271,-235
21485,-15500,572,-488,5016,-2622,1594
21507,-15828,2908,384,5497,-2753,2861
21529,-15532,1796,1700,2105,-3456,1523
21551,-15708,2160,136,537,-2928,1774
21573,-15244,3092,1364,-3546,-3335,1741
21595,-14692,2408,2108,-5639,-4584,2191
21617,-14392,3804,-40,-7234,-4759,2209
21639,-14644,88,-2840,-8433,-3525,-629
21661,-16636,-1176,-10188,-3052,-1233,-984
21683,-16252,1408,-7528,747,-239,613
21705,-14184,-1300,-5292,1643,1124,-2208
21727,-14576,-2552,-6288,-274,4629,-2421
21749,-15648,-740,2372,-7087,7266,-866
21771,-25376,23168,16032,-3932,5966,5610
21793,-11092,3496,-14428,2791,9272,-4526
21815,-20744,-1092,1976,-3675,3608,-938
21837,-13688,768,-48,-2064,5303,-1886
21859,-18376,-2608,1376,2572,3640,343
21881,-16404,1500,-1476,4840,3550,2166
21903,-15680,5348,-1936,312,3047,1817
21925,-15232,3896,-808,-2855,2643,762
21947,-16608,2492,-1240,-2045,2941,609
21969,-17412,1612,-1504,235,2433,923
21991,-16560,2700,-1228,125,2463,917
22013,-16328,4340,-1556,-835,2269,335
22035,-17188,4444,-416,512,-182,-626
22057,-14548,3208,-2340,2883,-2776,-1364
22079,-15264,3156,-1828,1328,-15,-1353
22101,-15732,3064,-1012,19,1442,-1351
22123,-15456,3140,-1384,-1692,2683,-1815
22145,-15772,3128,-1924,-2085,3375,-1831
22167,-15996,2676,-1772,-2604,3989,-2146
22189,-16604,1600,-1912,-2598,4492,-1852
22211,-15984,2212,-1932,-1898,5350,-1314
22233,-16284,1712,-2380,-2710,5897,-1088
22255,-16820,1192,-2540,-2930,6426,-774
22277,-18176,1540,-2152,-3051,7356,-1032
22299,-21352,1916,1456,4030,-3115,-248
22321,-10592,1932,-5052,8839,964,-2091
22343,-19364,3824,-1632,4435,8037,-1868
22365,-21256,3668,-788,7228,10608,-1339
22387,-20008,4748,2312,6458,11204,-654
22409,-15344,1632,6476,802,6734,634
22431,-9916,5492,17252,-2388,-2137,288
22453,-13160,2688,11864,-4449,-10592,-492
22475,-16564,4576,4644,-1249,-14795,1239
22497,-20572,6120,-4952,-3110,-12464,1810
22519,-20184,6396,-14456,-7130,-9459,2872
22541,-16840,2568,-13444,-6314,-4992,849
22563,-17372,1016,-14160,-981,-371,407
22585,-16604,1440,-10608,3842,3823,1478
22607,-14836,1268,4184,2492,3723,718
22629,-11916,460,11424,438,-3099,-213
22651,-14012,448,8296,2826,-9546,683
22673,-17192,1816,-12,2435,-11984,1745
22695,-19996,4220,-6108,-1614,-9517,1600
22717,-18948,5972,-6892,-6289,-6073,1097
22739,-15708,964,-2224,-5146,-4085,-743
22761,-14484,-592,76,-4411,-2865,-1095
22783,-16516,532,-1944,-346,-2986,-638
22805,-16520,1716,-1172,-180,-3497,636
22827,-15260,268,2952,1237,-5771,-312
22849,-16132,648,788,4256,-6195,1843
22871,-16332,2748,-1592,384,-5178,1730
22893,-16120,1696,-2112,-11107,-4484,-731
22915,-16192,2196,-10844,-5109,-2614,744
22937,-12912,-616,-8096,332,-4905,-366
22959,-11384,-3908,-13176,5987,-1512,-1702
22981,-17168,216,-12748,2587,3848,-1282
23003,-20964,30472,9636,12276,6141,6621
23025,-18352,-7144,-20520,2838,8030,-7003
23047,-18852,-2104,3592,2393,1587,345
23069,-15728,1308,540,3069,4800,1602
23091,-17612,816,-456,-171,4691,3021
23113,-16004,3828,-448,308,3942,2723
23135,-15964,5556,-2052,227,1417,709
23157,-16100,3056,-1252,-310,766,-183
23179,-16876,3180,-1672,716,481,315
23201,-16184,3748,-1368,351,-704,-335
23223,-16092,3236,-712,-339,-1944,-1045
23245,-15984,2236,-176,-934,-1820,-964
23267,-16092,1748,-96,-202,-382,-511
23289,-15932,3216,-232,961,774,254
23311,-15828,3692,-236,135,1072,-45
23333,-16872,2976,-52,-4833,-2782,-1184
23355,-16464,2248,356,-2249,-2058,-1001
23377,-15368,2472,-1296,-2605,-950,-1961
23399,-14908,3712,1056,46,2368,-2060
23421,-15720,2400,-232,164,4519,-1402
23443,-16180,2312,256,-105,6354,-524
23465,-16972,2068,-1920,-252,7460,-315
23487,-17864,668,-1516,-1890,8502,-241
23509,-17788,4768,1144,-1322,9961,1190
23531,-19252,5756,1560,806,9464,852
23553,-22296,6736,5440,357,8100,-495
23575,-18816,4388,11504,-142,6263,-2695
23597,-13232,3872,15044,310,1044,-950
23619,-11360,3192,13060,895,-6578,1197
23641,-15060,1804,5840,-5910,-12181,35
23663,-18828,-80,-6380,-606,-15393,1658
23685,-19260,2384,-12528,822,-12545,1955
23707,-17648,2912,-13856,-1221,-6681,1361
23729,-17724,2044,-19216,-123,-2832,371
23751,-17896,4028,-3672,-2371,-3962,2618
23773,-12192,428,7956,-1331,-7187,-118
23795,-13428,-968,5204,2087,-9212,-1174
23817,-15428,2452,-1996,1071,-8218,2640
23839,-17876,3536,-5880,-4178,-5377,2758
23861,-17060,2320,-2916,-4681,-3273,-1447
23883,-14628,848,132,3443,-1002,-2765
23905,-14196,3188,-524,6511,1445,-1261
23927,-13136,3128,2240,3709,3610,581
23949,-17764,2096,-5188,3568,1482,-124
23971,-17524,8800,2164,-2977,167,1139
23993,-14540,2272,6276,-1259,-2851,-3766
24015,-14644,6060,4792,1553,-3407,1864
24037,-14144,4116,3824,-3140,-3606,1016
24059,-17128,3844,-3552,-3204,-4588,2887
24081,-14124,-92,-2408,-2937,-4202,-1796
24103,-13720,3032,-1276,-4254,-1162,153
24125,-12048,3388,92,-9207,1940,-753
24147,-11912,-2004,-1600,-17476,3532,-3042
24169,-15324,436,-9756,-14230,4917,-1039
24191,-15496,-3640,-9060,-502,3500,-3168
24213,-16352,-9152,-5608,5253,3000,-2760
24235,-21644,25820,22100,3217,-2188,8804
24257,-21900,-492,-32768,14340,11844,-4451
24279,-14908,-808,6124,1342,-897,1742
24301,-15024,4696,976,427,6283,962
24323,-16024,1908,-532,-1490,5647,1026
24345,-16728,984,-980,-97,4994,998
24367,-17368,1760,-1256,-221,3962,893
24389,-17204,1548,-116,1435,2624,1454
24411,-16428,3568,-828,3124,2416,1585
24433,-15608,4808,-1508,1492,2976,732
24455,-15332,4468,-1348,-887,3309,-494
24477,-15760,3536,-1304,-1989,3197,-1231
24499,-16224,2908,-2000,-2305,2996,-1522
24521,-16460,2136,-2012,-2650,2787,-1400
24543,-16280,2556,-1892,-2690,2778,-1159
24565,-16148,3056,-1860,-3071,2595,-1256
24587,-16492,3400,-2352,-3298,2368,-1871
24609,-16636,2256,-2464,-2610,1752,-1945
24631,-16352,1984,-1756,-1913,1672,-1456
24653,-15964,1032,-1464,-1618,2907,-905
24675,-15220,2580,-1388,-1348,5444,-424
24697,-15508,2648,-1164,-2348,8616,-1099
24719,-15904,2572,-696,-2665,12449,-1666
24741,-24032,1204,2488,-412,9006,-1134
24763,-26996,-3216,424,16827,-10450,2140
24785,-17964,8484,-4168,11628,9466,-234
24807,-20260,5024,-1860,6593,10509,-1230
24829,-16664,4980,-3652,4485,10484,-860
24851,-14464,7440,8128,5081,6744,-511
24873,-10404,4324,11448,4588,-628,-470
24895,-11096,3236,9860,3503,-7430,1290
24917,-14524,4680,3216,346,-11656,4302
24939,-17252,2288,-3336,-5535,-13879,4266
24961,-19164,920,-8164,-6622,-13026,2083
24983,-18336,1544,-9316,-3584,-9420,-703
25005,-16656,-108,-8340,2378,-7536,-500
25027,-17608,1548,-1752,9562,-10538,841
25049,-17300,-1476,-8056,12442,-12534,2537
25071,-17132,1888,-9376,4047,-9336,4203
25093,-17188,1500,-7488,-3565,-3677,1867
25115,-13812,808,3776,-11849,-3936,2174
25137,-14956,1244,3244,-14652,-7797,-420
25159,-18380,2112,-6144,-7699,-9875,-716
25181,-19280,2740,-14944,-1736,-7479,1064
25203,-16680,5032,-10724,-729,-2217,1947
25225,-17032,3056,-6156,-254,3169,-9
25247,-14120,-284,7716,2903,732,-1360
25269,-13024,616,9000,9345,-4201,-524
25291,-14700,4940,4900,8166,-4877,1780
25313,-14924,3720,3940,2323,-3256,2685
25335,-14988,4056,408,-47,-3007,3177
25357,-15000,4616,2716,-4890,-2060,852
25379,-15020,1780,4664,-8097,-1412,-3927
25401,-15108,1532,7180,-7143,-1895,-2793
25423,-15428,4084,-3184,-16958,141,-2612
25445,-18864,1036,-14188,-1425,-3725,724
25467,-14512,720,-3920,-7103,-4630,1539
25489,-13248,1172,-5444,-2646,-1464,1927
25511,-13708,-700,-4204,-699,542,1506
25533,-13724,-1192,-4980,-9153,4871,713
25555,-17500,6492,10752,-10991,1550,3157
25577,-12356,1336,10964,-2545,2927,-3492
25599,-22372,19084,-11064,11680,10575,3313
25621,-20944,-700,-2864,-4023,4731,-4620
25643,-17524,-7068,-1256,2925,5756,-1273
25665,-16812,-344,-532,4013,5359,2842
25687,-16360,2808,48,2446,5009,3436
25709,-16012,5036,-1012,538,4121,2250
25731,-16568,3960,-1740,-1214,3601,433
25753,-16616,2856,-880,-1801,2627,115
25775,-16412,2380,-328,-1397,2096,-76
25797,-16276,3324,-1192,-2342,1284,-150
25819,-16472,2700,-988,-939,-2146,-1159
25841,-15168,3548,-12,1282,504,-986
25863,-15356,3192,-1084,1469,2533,-859
25885,-15980,3168,-1404,825,3172,-855
25907,-16496,2320,-1716,-1027,3525,-958
25929,-16084,2904,-1512,-2077,3918,-819
25951,-16232,2636,-2004,-2791,4113,-1284
25973,-16640,1388,-1768,-2174,2986,-1262
25995,-16092,1836,-1748,-1174,3707,-795
26017,-15476,2716,-1808,-311,5130,-588
26039,-16028,2848,-1616,-977,7385,-993
26061,-16520,2452,-828,-2046,10337,-1360
26083,-17424,896,-2040,-1995,13074,-1105
26105,-31652,1900,8880,-5351,-2627,-939
26127,-20040,344,-5848,25105,2233,1565
26149,-20348,8812,-924,15341,10485,1407
26171,-19164,7420,2956,6702,11945,-93
26193,-14672,4872,20656,3076,5336,-799
26215,-4664,1928,23572,476,-7986,-85
26237,-10004,-1676,20296,5954,-19989,79
26259,-17432,5688,7240,11299,-25999,5190
26281,-25120,2776,-9024,72,-25450,6590
26303,-29096,6176,-26508,-10224,-16544,4746
26325,-17664,2116,-23696,-20018,-9406,566
26347,-16212,-688,-20052,-11263,-278,-3162
26369,-15060,-1164,-9124,525,2299,-1126
26391,-13404,524,3216,6922,939,-1033
26413,-14960,-980,4936,6882,-3743,-1853
26435,-14680,5120,2108,2093,-7051,1699
26457,-16184,3236,3184,-2799,-10300,-872
26479,-18168,2224,-892,-443,-10323,431
26501,-17672,4420,-5696,-593,-7622,1325
26523,-17028,1592,-7204,995,-4107,372
26545,-14652,1464,-728,686,-1875,1068
26567,-14584,2792,2400,-368,-2029,458
26589,-15808,2308,2536,941,-4564,-440
26611,-17392,728,-2544,-202,-6081,2764
26633,-15152,7496,-4436,-2927,-3762,4392
26655,-15172,-80,-3192,-2758,-76,-1656
26677,-13520,-240,7124,3772,2538,-1826
26699,-15208,2460,2560,9218,525,1237
26721,-14972,1992,1332,2019,-2140,890
26743,-15764,2100,-2536,-440,-2226,2420
26765,-14292,-3160,-10768,-3027,1850,-1892
26787,-16512,1604,5616,-2083,2514,-759
26809,-15208,6144,9356,-9217,3485,-712
26831,-18316,1628,-468,-4921,5794,-1343
26853,-14884,4412,944,-1857,7398,-184
26875,-12396,8624,-4028,-6185,10084,-823
26897,-19872,1868,-7204,-3609,7420,-2666
26919,-17500,-1380,-164,509,5593,-878
26941,-16496,1864,-2672,2797,5120,821
26963,-17956,580,-588,3510,4386,2027
26985,-16304,2592,-584,3617,4027,2253
27007,-16228,3352,-1760,2754,3674,1105
27029,-16228,2956,-1720,2275,3042,827
27051,-16568,2908,-1288,425,2473,346
27073,-16080,3384,-1208,-540,2711,295
27095,-15928,3748,-1920,-1730,2553,-412
27117,-15944,3672,-1644,-2789,2439,-1063
27139,-15564,3180,-1608,-2149,2827,-1365
27161,-16152,3372,-1316,-1663,2672,-1276
27183,-16756,2236,-2040,-2030,2886,-1653
27205,-15956,3008,-2012,-2385,2910,-2087
27227,-16352,1716,-1672,-2124,3259,-1832
27249,-16384,2052,-2080,-801,4131,-1230
27271,-16340,2260,-2396,-579,4306,-948
27293,-16240,2628,-2952,-589,4540,-1105
27315,-16096,1888,-3048,-870,4885,-1130
27337,-17932,1560,-2104,-1051,6038,-1521
27359,-17812,2224,-352,-961,7267,-1978
27381,-17624,-1324,-3084,9987,-4677,-1102
27403,-16836,6248,-5544,13486,8870,-1455
27425,-23160,6052,-1092,7630,12831,-819
